Tüketici fiyat endeksi (2003=100) madde sepeti ve ortalama fiyatlar (Türkiye);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Consumer price index (2003=100) item basket and average prices (Turkey);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;TL.;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;YTL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL;TL
0712001;Motorsiklet;Scooter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2003,0240;1991,0396;1976,6228;1978,7334;1979,2008;1961,7492;1966,1037;1955,0981;1956,3076;1966,2948;2005,3115;2016,6217;2026,5056;2019,4781;2021,7768;1989,3980;2000,8103;2019,0313;2011,1725;2006,2719;2014,7562;2074,1336;2095,4162;2094,0898;2091,6070;2109,6010;2109,5127;2081,2166;2085,2424;2049,2398;2028,0159;2027,4889;2025,2712;2024,5083;2022,3032;2020,9924;2042,2845;2058,6198;2008,9621;2005,0480;2062,3901;2072,2197;2126,6480;2164,6468;2263,6529;2314,8700;2356,0519;2395,6897;2329,2095;2374,1559;2393,8592;2422,5493;2423,8265;2422,5646;2421,3908;2426,9120;2435,3361;2438,4313;2439,9365;2435,9777;2426,1442;2407,2848;2400,9404;2398,6020;2402,1127;2407,7926;2413,4274;2434,0317;2493,8822;2498,5296;2501,6518;2504,0845;2578,5284;2639,4286;2691,8188;2737,9404;2745,9313;2735,2504;2729,8826;2733,4062;2741,4242;2775,7282;2799,9643;2816,1624;2820,5115;2838,2805;2954,8119;3073,0917;3106,9520;3120,8421;3148,9769;3138,1988;3188,1040;3279,8740;3310,6430;3309,3667;3375,8772;3367,4192;3394,7161;3465,9332;3506,5650;3509,7261;3512,5515;3514,9440;3507,2894;3508,8532;3539,3333;3631,3049;3842,2984;3974,0121;4000,8895;4088,8346;4126,6410;4127,9922;4146,3036;4194,7909;4333,0776;4362,9878;4480,1281;4539,2815;4754,0112;4814,5920;4895,8707;5095,5746;5272,5704;5453,3291;5539,4778;5714,5738;6149,6119;6327,0638;6336,5593;6368,7619;6348,9989;6351,6643
0713001;Bisiklet;Bicycle;281478438;281478438;281478438;281478438;289492255;289492255;289492255;289492255;289492255;289492255;289492255;289492255;268481170;268481170;277125380;280568401;284011423;271880929;259750436;259750436;259750436;259750436;259750436;259750436;300,4900;328,6300;322,2400;307,7900;307,7900;307,7900;302,4800;280,8800;296,1300;284,4500;288,0900;288,0900;306,8500;307,6400;283,7400;318,6600;318,6600;318,6600;312,6400;309,5100;306,3900;306,3900;306,3900;306,3900;223,7900;224,5000;225,9200;227,4800;229,7700;228,8963;227,1314;226,2185;226,8157;226,8315;226,5845;226,3802;227,5741;227,9728;229,4978;232,7363;236,1041;239,5158;238,4269;237,0803;236,2444;236,5748;237,3812;237,6986;239,9159;245,6868;252,4449;265,3230;275,8874;282,2038;281,6314;280,3039;279,5457;278,1715;279,2483;279,0555;277,8901;277,0807;278,5406;278,3286;279,1899;278,4431;275,9722;275,9058;275,0009;273,3072;272,7012;272,7079;271,8653;271,9602;269,1794;269,1716;267,6130;267,0995;267,3499;265,8843;266,1838;268,6031;268,6704;269,4608;272,3851;277,0666;281,0657;289,4343;295,5214;295,3668;295,6080;296,1612;296,5625;295,6221;295,5090;295,0168;294,8364;297,0495;299,2471;306,0448;315,4857;317,9882;317,7747;316,9602;314,7601;316,1860;315,6568;314,9759;318,0422;322,7089;327,2407;338,4779;343,8544;342,9195;348,0540;345,3938;347,4756;345,3775;345,1414;345,6917;352,6789;354,1318;361,3729;380,8633;395,9063;401,0847;403,7148;400,2880;401,2728;403,7556;407,1112;411,7118;421,4891;426,6290;434,8047;448,1380;460,5429;463,4850;466,3293;466,4981;467,4971;467,5470;469,3460;473,0260;488,8741;497,2725;502,6957;521,3835;537,9426;542,1161;543,8415;535,5637;536,6560;537,4689;539,1157;542,3736;555,7869;562,2244;568,4501;595,5900;603,3745;611,1599;618,2815;628,3651;656,5943;666,0728;683,3202;687,2531;704,9999;727,6875
0721001;Araç Yedek Parça ve Ekipmanları;Spare parts and accessories;67522761;67922565;68487416;69073785;69189371;69423111;69343499;69720159;69845474;69870653;70138409;70305087;70192945;70495192;70955597;71242837;71496962;72365377;72954856;73407856;73837513;74043628;74122564;74693204;75,5900;76,3900;76,6800;76,2700;75,3100;74,9900;75,3800;75,7200;75,6100;76,5900;77,0100;77,1600;77,9200;78,4200;78,8900;78,9100;79,5400;82,3400;85,2700;87,4700;88,2900;88,9400;89,6700;90,1300;90,0200;90,7100;91,1900;91,1400;91,2200;91,2299;91,5429;92,1226;92,8745;94,6383;96,0603;96,7396;96,7615;97,6466;98,7624;99,8922;101,7243;102,5120;103,5137;103,9747;104,4080;105,0428;106,9367;107,2903;107,9732;107,2742;106,9063;107,4737;106,7748;106,2665;106,3383;106,6439;106,6176;106,2521;106,6041;107,2717;108,1882;108,3884;107,8274;108,4672;108,9330;109,0760;109,6246;109,5590;109,9316;109,9578;110,0751;111,2862;112,7775;114,0120;115,4270;116,7799;118,2278;118,5729;120,5620;122,2693;125,0201;126,7182;128,7107;130,9287;134,2206;134,5703;134,7848;135,5532;136,3993;135,8864;136,0022;135,9506;136,5348;136,7848;136,4973;136,6814;136,2390;136,3724;136,3597;135,8003;134,8124;134,8829;136,5242;137,4830;137,5752;139,4268;141,1817;142,1504;143,4221;146,0958;146,9153;147,0336;147,5146;147,1677;147,6408;148,5963;148,0563;148,3761;148,5410;148,5492;148,6553;148,1021;147,5186;148,4736;148,5657;148,5205;149,9070;150,7975;153,1574;157,0203;159,6377;160,3486;158,4913;159,9281;160,8826;161,0545;160,8029;161,0475;162,3881;163,1610;163,4334;163,0931;164,6423;168,2155;175,2494;183,4311;187,1147;189,9218;192,8359;196,2960;199,5115;200,3121;201,8506;204,8412;207,7643;210,6561;243,0864;245,9881;247,9503;254,1302;259,8044;271,3393;278,8282;287,7515;339,3075;350,1167;353,0891;352,1868;354,7672;354,0949
0721003;Araba İle İlgili, Temizlik ve Bakım Ürünleri;Products for maintanence of transport equipments;3343400;3346425;3352860;3371203;3373564;3399365;3410178;3426835;3464960;3490012;3518182;3549921;3634444;3660449;3684076;3705557;3775859;3777582;3853169;3896651;3932925;4044266;4108942;4243632;4,3500;4,4700;4,5000;4,5800;4,6400;4,6800;4,7300;4,7600;4,7900;4,8700;4,9100;4,9100;5,2500;5,2700;5,2900;5,3400;5,4000;5,5000;5,6300;5,7800;5,9300;6,0500;6,1400;6,2100;6,4100;6,4500;6,4600;6,4200;6,4500;6,4583;6,4652;6,4574;6,5250;6,5963;6,6289;6,6434;6,6981;6,7292;6,7558;6,8152;6,9122;6,9933;7,0961;7,1839;7,2930;7,2487;7,3003;7,3213;7,3846;7,4343;7,4884;7,5187;7,5334;7,5357;7,6361;7,6354;7,5543;7,5243;7,4637;7,4332;7,4737;7,5335;7,5964;7,6494;7,6844;7,7062;7,7259;7,7873;7,8171;7,7961;7,7992;7,8260;7,8134;7,8967;7,9320;7,9833;8,0688;8,1458;8,2744;8,3884;8,5728;8,8905;9,0857;9,1659;9,4990;9,6647;9,6671;9,6924;9,7013;9,7200;9,8052;9,8529;9,8696;10,0187;10,0128;10,0394;10,0331;10,0214;10,0656;10,0339;10,0351;10,0644;10,2384;10,2839;10,4433;10,5184;10,6457;10,7814;11,0163;11,1908;11,3224;11,2755;11,1426;11,2801;11,3807;11,5320;11,3862;11,4212;11,4806;11,5942;11,7711;11,8096;11,8834;11,8901;11,9831;12,0621;12,1284;12,3219;12,7719;13,0217;13,2905;13,4995;13,3015;13,4663;13,5481;13,5538;13,5548;13,2972;13,4594;13,6038;13,6910;13,7733;13,6269;13,8011;14,2941;14,6258;14,3906;14,6395;14,9014;14,7335;15,1078;14,8713;15,0884;15,8166;16,1010;16,5658;17,2551;17,3198;17,2681;17,6411;17,8493;18,1528;19,0082;19,9077;21,9828;24,8617;25,2415;25,5747;26,8420;26,9515
0722001;Benzin;Petrol;1766279;1863455;1898899;1882543;1838391;1829373;1830012;1827468;1804056;1757537;1757765;1757849;1760062;1764386;1802514;1803131;1849032;1899676;1989464;2062668;2089535;2244813;2301764;2303106;2,3800;2,3800;2,4200;2,5500;2,5000;2,5400;2,5800;2,6300;2,7100;2,6800;2,5600;2,5600;2,6300;2,6000;2,6300;2,7500;2,8300;2,9900;3,1000;3,0000;2,7800;2,7300;2,7300;2,7600;2,6800;2,7000;2,8400;2,9100;3,0000;2,9691;2,9179;2,8730;2,8716;2,8427;3,0894;3,0592;3,0900;3,1180;3,2102;3,3484;3,4244;3,5166;3,5053;3,3119;3,2721;3,1459;2,9898;2,7801;2,8197;2,8840;2,9378;2,9945;3,0913;3,2075;3,1080;3,3011;3,2748;3,2945;3,3650;3,3729;3,6613;3,6580;3,7459;3,7626;3,7094;3,6732;3,6747;3,6440;3,6573;3,6894;3,7025;3,8381;3,9439;3,9801;4,0889;4,1749;4,2192;4,1928;4,2730;4,3383;4,3785;4,3284;4,2539;4,2515;4,3657;4,3953;4,5639;4,6789;4,3547;4,2383;4,3085;4,4861;4,6023;4,8053;4,6065;4,6217;4,6925;4,8580;4,7710;4,6449;4,6416;4,7367;4,8603;4,8797;4,8972;4,8155;4,8103;4,8857;4,9955;5,0943;5,0897;5,0379;4,9868;5,0723;5,0912;4,9982;4,9517;4,8257;4,6739;4,3478;4,1580;4,3588;4,4430;4,5266;4,7218;4,8090;4,7482;4,5676;4,5373;4,4613;4,3745;4,3340;4,2712;4,1288;4,2794;4,3716;4,5010;4,5192;4,3918;4,4099;4,6773;4,8548;4,8525;5,1151;5,3414;5,3663;5,2134;5,3255;5,1632;5,0504;5,0899;5,2182;5,2937;5,3308;5,6161;5,6095;5,6890;5,6686;5,7582;6,0494;6,2031;6,2833;6,2833;6,5957;6,9360;6,9889;6,6004;6,1221;6,1189;6,2395
0722002;LPG Dolum Ücreti;Liquid petroleum gas (LPG);1065146;1090494;1100619;1042707;991770;973576;968306;963853;958354;952855;954836;954093;951860;950286;950114;951710;971486;993207;1039936;1045560;1043037;1108814;1141198;1144421;1,1600;1,1700;1,1800;1,2100;1,2100;1,2100;1,2200;1,2200;1,2800;1,3700;1,3900;1,3700;1,4000;1,4200;1,3800;1,3400;1,3600;1,4500;1,4900;1,4800;1,4700;1,4500;1,4200;1,4200;1,4300;1,4200;1,4300;1,4300;1,4500;1,4619;1,4720;1,4844;1,4947;1,5124;1,6666;1,7371;1,7350;1,7160;1,7353;1,7698;1,7869;1,8378;1,9005;1,8325;1,8435;1,8711;1,7775;1,5998;1,5896;1,7056;1,7036;1,5733;1,5400;1,6138;1,6584;1,6738;1,7191;1,7178;1,7851;1,8331;1,9759;2,0434;2,0253;1,9623;1,9619;1,9349;1,9526;1,9229;1,9760;1,9752;2,0827;2,2668;2,2430;2,2160;2,2377;2,2611;2,3459;2,2811;2,2591;2,3714;2,3908;2,3947;2,3169;2,3424;2,4451;2,5064;2,6506;2,5119;2,4142;2,1816;2,0662;2,2713;2,5170;2,7082;2,7681;2,7159;2,6255;2,6200;2,6170;2,5180;2,4009;2,4564;2,5586;2,5797;2,7338;2,6981;2,7148;3,0445;3,0182;2,8579;2,7866;2,7244;2,6090;2,6005;2,6805;2,6228;2,5931;2,6103;2,4022;2,3486;2,1755;2,1494;2,3497;2,3171;2,3072;2,2110;2,1961;2,1654;2,1877;2,3164;2,2907;2,3172;2,2567;2,1646;2,1444;2,1561;2,1908;2,1991;2,1989;2,1330;2,2782;2,4227;2,5259;2,5922;2,7880;2,9517;2,8763;2,6490;2,5558;2,5587;2,5014;2,7223;2,8559;3,0257;3,1115;3,1368;3,1298;2,9900;2,9141;2,9826;3,1221;3,1826;3,1863;3,3795;3,5961;3,5861;3,5699;3,2520;3,2603;3,3747
0722003;Mazot;Diesel;1366645;1457199;1529555;1439813;1404363;1401219;1400653;1398844;1379332;1359929;1359814;1360031;1363468;1368013;1410459;1409621;1445516;1484763;1552317;1609987;1630461;1753670;1798271;1795840;1,7500;1,7800;1,8700;1,9400;1,8800;1,9600;2,0000;2,0200;2,1000;2,1000;2,0300;2,0200;2,0500;2,0500;2,0700;2,1300;2,2300;2,3600;2,4000;2,3600;2,2900;2,2400;2,2000;2,2300;2,1300;2,1500;2,2100;2,2600;2,2600;2,2500;2,2716;2,2799;2,3076;2,3102;2,5535;2,5211;2,5183;2,5986;2,7815;2,9353;3,0992;3,1683;3,1871;2,8777;2,8277;2,7637;2,7049;2,4373;2,3619;2,2906;2,2964;2,3662;2,3693;2,4620;2,3822;2,5396;2,5483;2,6035;2,6900;2,6772;3,0192;3,0050;3,0838;3,1058;3,0792;3,0738;3,0252;3,0712;3,0623;3,0738;3,1098;3,2453;3,3435;3,4278;3,6514;3,6069;3,5470;3,6199;3,7009;3,7625;3,8009;3,8501;3,8332;3,8525;3,8927;3,8772;3,9937;3,9997;3,8510;3,7386;3,7977;3,9352;4,0837;4,3541;4,2096;4,2022;4,2301;4,2972;4,2769;4,1582;4,1535;4,2527;4,3585;4,3923;4,5387;4,4592;4,4601;4,5316;4,6622;4,7408;4,6328;4,3449;4,3205;4,4393;4,4422;4,4340;4,3892;4,2956;4,1735;3,8836;3,6575;3,8271;3,8024;3,8718;4,0658;4,0383;3,9316;3,8399;3,9458;3,8863;3,7750;3,5856;3,4332;3,4428;3,5710;3,5917;3,7847;3,8735;3,8162;3,7658;4,0207;4,2343;4,2160;4,4716;4,6860;4,6951;4,5799;4,6194;4,5129;4,4123;4,4765;4,5957;4,6741;4,8202;5,0646;5,1024;5,1803;5,1349;5,2230;5,5347;5,6866;5,7422;5,7428;6,0299;6,3542;6,4111;6,3893;5,9800;5,9955;6,1642
0722004;Motor Yağları;Motor oil;4273920;4297691;4319880;4357332;4369348;4408801;4432249;4458532;4474309;4518851;4560332;4576642;4622319;4663291;4654022;4660070;4700003;4723488;4785379;4853121;4946082;5019572;5035440;5071621;5,1400;5,1300;5,1400;5,2000;5,2400;5,2600;5,2700;5,2800;5,2900;5,2900;5,3000;5,3200;5,7200;5,8000;5,9200;6,0300;6,1000;6,2500;6,5100;6,8600;7,0900;7,2600;7,2700;7,3200;7,3000;7,3500;7,4100;7,4600;7,5000;7,5125;7,5111;7,4885;7,5582;7,5572;7,5726;7,6186;7,6778;7,7023;7,7956;7,8541;7,9477;8,0557;8,2763;8,5021;8,7365;8,8309;9,0692;9,2282;12,7092;12,7792;12,8374;12,8493;12,9018;12,9380;12,9974;13,0153;13,0710;13,1258;13,1609;13,2366;16,7624;16,7887;16,8337;16,9378;17,0216;17,0009;17,1986;17,2804;17,3859;17,3823;17,2092;17,1854;17,4892;17,5821;17,6902;17,7899;17,8698;17,9626;18,2667;18,4392;18,7344;19,0518;19,4207;19,5400;19,6341;19,7619;19,6305;19,7261;19,9356;19,9291;20,0775;20,2406;20,2789;20,5595;20,4683;20,3768;20,5019;20,4951;20,7230;20,7286;20,6382;20,3639;20,7015;20,8285;20,8949;20,9627;20,9237;20,9268;21,2679;21,5108;21,6706;21,4839;21,6206;21,7288;21,8825;22,0513;21,8530;21,9123;21,8992;21,7547;22,0892;22,0966;22,1814;22,1526;22,1549;21,9526;22,2085;22,3252;22,4392;22,3473;22,7822;23,0384;23,1698;23,1179;23,2679;23,2898;23,2923;22,8855;23,0921;23,3449;23,4635;23,4147;23,2252;23,4438;23,9069;24,2835;24,5556;25,2155;26,0642;26,0691;26,4491;26,5767;26,7008;27,2452;27,2513;27,8308;28,8267;29,4866;29,6107;30,2312;30,3389;31,3162;33,4981;34,2032;37,6137;40,6792;41,4373;41,6593;42,4124;42,6468
0723001;Araçların  Tamirine ve Bakımına Ödenen Ücretler (Malzeme ve işçilik);Maintenance and repairs equipment and service for vehicle;19617995;19757524;19880825;19945672;20019472;20256011;20779440;20794160;21255616;21395435;21445491;21563818;21916257;22181390;22488452;22773186;22952430;23049452;23154546;23507989;23603137;23842350;24063944;24189895;27,2500;27,3700;27,1300;27,3100;27,5300;27,7300;27,9500;28,1800;28,4700;28,7500;28,9400;29,1700;33,7400;34,0300;34,8700;34,8600;35,2600;36,5900;37,6700;38,5500;39,6300;39,9100;39,7800;39,9700;42,5500;43,0100;43,3200;43,7600;43,5900;43,9946;44,3385;44,6627;44,5709;45,0405;45,1668;45,3002;50,7055;51,5690;51,6211;52,7334;53,2102;53,5455;54,2994;54,7048;54,8656;55,5835;55,6296;56,7078;59,5082;60,5780;60,6735;61,3818;60,8360;61,0824;62,4185;62,0847;62,5054;62,5705;63,0295;62,0380;67,2344;67,7944;68,1612;67,9764;68,0856;66,5816;68,4658;68,6891;68,9098;68,8471;68,4518;68,7669;70,1072;70,9498;72,1543;73,3450;72,0479;71,1022;74,2367;74,7540;75,9545;76,4682;76,8720;78,1561;81,3175;82,7473;83,0820;83,4897;82,4881;84,2294;85,8563;85,5431;86,8281;87,3903;86,4887;85,7607;90,8161;91,0024;90,2601;89,2821;90,9567;89,5395;92,2216;94,3884;92,9159;91,5871;96,0163;96,5454;102,7084;105,8882;106,9793;109,2529;109,1547;109,4019;111,4874;112,9460;111,7248;111,9834;112,6345;111,9047;119,3590;120,2681;119,2125;119,5071;122,3570;119,6199;125,6740;126,6506;126,0836;128,4355;128,0446;130,6653;137,6730;140,2802;141,4504;141,3131;142,8613;138,8552;142,4081;142,3459;143,6553;143,1356;141,2776;144,1674;155,2008;159,3939;157,1403;159,7870;163,1248;160,8561;165,4428;161,8906;162,8987;166,0352;167,7145;170,9757;178,6669;177,6827;177,0117;179,9906;185,5822;190,3378;199,2116;204,4747;222,5860;236,4317;240,6635;239,6460;257,5329;267,3284
0723002;Araçların  Tamirine ve Bakımına Ödenen Ücretler (işçilik);Maintenance and repairs service for vehicle;24246447;24339232;24529593;24648946;25104606;25432656;25686864;26050091;26705085;27187851;27404677;27585977;28342884;28873758;29315171;29610078;29719242;30026991;30222164;30491955;30649497;31214654;31379085;32106980;32,9100;33,8000;34,1600;34,6900;35,0500;35,7000;36,1600;36,9100;37,5000;38,2400;38,6400;39,2400;38,9300;39,7600;41,0100;41,3600;41,7400;42,4600;43,3900;43,8300;44,6600;44,6700;44,7100;44,9000;47,0900;48,2000;49,1500;50,1200;50,2900;50,1229;49,9595;50,3565;50,8407;51,2670;51,3897;51,3662;53,9799;54,5024;55,1255;57,1010;57,5735;57,8122;58,4209;59,0133;59,2899;60,0072;59,8386;60,2710;62,1837;62,7626;62,5081;62,5614;61,6082;61,6081;62,6179;62,5829;62,7575;63,0420;63,2825;61,6864;65,8053;67,5491;67,5706;68,1248;68,1354;66,5662;67,9667;67,6056;67,8780;67,3812;68,0194;68,2217;70,9987;71,6008;73,6349;74,2015;73,3580;72,3479;75,1472;75,5522;76,3818;76,8667;77,2379;77,8900;68,1319;68,9906;69,4113;69,7581;69,2615;70,2502;71,3219;71,6150;72,1641;72,6523;71,1790;70,6934;71,7505;72,0281;72,1565;72,3227;73,8572;72,6372;74,5492;75,1775;74,1977;73,2272;74,8241;75,5613;78,3002;80,7539;81,2376;81,2098;81,0273;81,1272;82,6324;83,3131;82,4855;82,6747;83,4619;83,6636;86,6758;86,9840;87,1114;87,3357;89,8427;88,2661;92,0498;92,6558;92,3291;93,3268;92,6789;93,3619;99,3940;103,9427;105,3692;106,3915;106,6960;104,1810;106,7770;107,0722;108,1265;107,7006;106,0632;107,6591;111,3758;115,3546;112,6771;114,1205;115,6406;113,1902;116,8361;114,4047;115,0784;118,1268;117,3983;117,3748;120,0549;121,7341;119,8978;121,3664;121,9254;120,9693;125,3292;126,9461;128,7386;132,7241;132,3564;132,6223;127,5557;138,7448
0724001;Araba Kiralama Ücreti;Hire of car fee;80137197;80137197;80137197;85719671;90628346;90628346;90628346;90628346;90628346;90628346;90628346;90628346;92894987;92894987;92894987;92894987;92894987;92894987;94745970;94745970;94745970;94745970;94745970;94745970;97,2800;97,2800;97,2800;97,2800;101,3400;97,2800;97,2800;97,2800;97,2800;97,2800;97,2800;97,2800;94,0800;90,8700;90,8700;84,3600;84,3600;87,8700;87,8700;89,0600;88,4600;96,5100;82,3000;82,3000;86,0400;86,0400;85,8800;89,9100;89,9100;97,4948;97,8624;100,9300;100,9300;93,2814;93,2814;93,2814;99,4961;99,4961;99,4961;100,8593;99,3869;104,0707;110,2071;116,3434;120,8584;110,6834;110,6834;110,6834;109,6862;109,6862;109,6862;107,8801;107,8801;107,8801;111,3022;116,2103;117,3638;106,3311;108,2009;108,2154;108,1348;103,1945;104,7734;110,0823;110,0823;116,1411;122,5289;120,3096;115,6675;115,7514;112,9859;111,8425;111,5601;111,5601;111,5601;119,2655;125,7380;126,9996;129,0079;129,7999;125,0246;120,4227;115,1802;113,1006;114,4735;113,9604;115,4795;120,1910;122,8555;116,9141;122,2355;118,9485;122,2999;122,9053;121,0138;120,7650;121,3252;122,2469;122,2469;122,0519;123,5023;125,1958;126,0340;126,8778;122,6795;120,1818;121,6573;121,7829;101,3604;102,8063;100,4072;101,3529;109,6872;106,3906;108,8393;111,3497;104,5295;100,2519;100,6730;101,6661;113,6957;113,5250;114,7001;117,2355;119,5806;121,2392;122,1070;126,1484;126,1484;120,3545;121,0525;119,8450;118,0379;116,7614;120,0815;109,4391;109,2459;110,7992;111,4032;114,1329;115,6062;114,1356;110,8562;110,8562;107,5383;111,0498;111,1257;116,5029;119,2021;120,4572;123,8592;126,1825;123,1393;122,5857;119,1236;117,5894;118,4039;117,7885;118,0955;122,3013;128,3601;136,4107;145,8802;160,1176;148,8771;143,6249;138,9832;129,8436;138,3528;135,1148
0724005;Otopark Ücreti;Car park fee;1469658;1475450;1491567;1509236;1518793;1538004;1548950;1589476;1635249;1660702;1680861;1679984;1746474;1794358;1804134;1806743;1806743;1846154;1898616;1908995;1916824;1944321;1965666;2002170;2,0200;2,0700;2,1100;2,1200;2,1600;2,1900;2,2100;2,2300;2,2900;2,3400;2,3900;2,4100;2,4400;2,5200;2,6200;2,6600;2,6800;2,7200;2,7800;2,8100;2,8100;2,8300;2,8400;2,8500;2,9100;2,9700;2,9900;2,9700;3,0500;3,0916;3,1091;3,1407;3,1752;3,1861;3,1959;3,1949;3,2555;3,3136;3,3609;3,3843;3,4090;3,4133;3,4415;3,4760;3,5000;3,4865;3,5113;3,5176;3,4961;3,5278;3,5470;3,5683;3,5880;3,6342;3,6404;3,6442;3,6641;3,6564;3,6597;3,6719;3,6868;3,6896;3,6787;3,7013;3,7008;3,6759;3,6814;3,7029;3,7189;3,7168;3,7145;3,6965;3,7536;3,7652;3,7882;3,8079;3,8103;3,8094;3,8164;3,8236;3,8630;3,8604;3,8854;3,9278;3,9280;3,9640;4,0044;4,0278;4,0299;4,0327;4,0161;4,0427;4,0161;4,0391;4,0460;4,0538;4,1479;4,1832;4,1849;4,1830;4,1810;4,1981;4,2174;4,2280;4,2493;4,2685;4,3217;4,3357;4,3518;4,3866;4,4140;4,4306;4,4762;4,4860;4,4886;4,5119;4,5228;4,5453;4,5569;4,5569;4,6811;4,6952;4,6948;4,6973;4,7059;4,7118;4,7470;4,7879;4,8574;4,8983;4,8989;4,9189;5,1706;5,1858;5,1926;5,2254;5,3301;5,3693;5,3847;5,3966;5,4398;5,4469;5,4576;5,5482;5,6586;5,7133;5,7429;5,7660;5,7036;5,7115;5,7402;5,7530;5,7533;5,7598;5,7660;5,8506;6,2148;6,3367;6,2849;6,2905;6,0957;6,1199;6,1928;6,2167;6,2656;6,3158;6,3522;6,3528;6,6616;6,6682
0724006;Otoban Geçiş Ücreti;Highway toll;1615881;2009281;2402680;2402680;2402680;2402680;2987132;2987132;2987132;2987132;2987132;2987132;2987132;2987132;2987132;2987132;2987132;2987132;3610054;3610054;3610054;3610054;3610054;3610054;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;3,6100;4,7900;4,7900;4,7900;4,7900;5,0300;5,0300;5,0300;5,0300;4,6200;4,6200;4,6200;4,6200;4,6200;4,6200;4,6200;4,6200;4,9392;4,9392;4,9392;4,9392;4,9392;4,9392;4,9392;4,9392;4,9392;4,9392;4,9392;4,9392;4,9690;4,9690;4,9690;4,9690;4,9690;4,9690;4,9690;4,9690;4,9690;4,9690;4,9690;4,9690;5,8903;5,8903;5,8903;5,8903;5,8903;5,8903;5,8903;5,8903;5,8903;5,8903;5,8903;5,8903;5,8715;5,8715;5,8715;5,8715;5,8715;5,8715;5,8715;5,8715;5,8715;5,8715;5,8715;5,8715;6,4637;6,4637;6,4637;6,4637;6,4637;6,4637;6,4637;6,4637;6,4637;6,4637;6,4637;6,4637;6,5251;6,5251;6,5251;6,5251;6,5251;6,5251;6,5251;6,5251;6,5251;6,5251;6,5251;6,5251;6,4885;6,4885;6,4885;6,4885;6,4885;6,4885;6,4885;6,4885;6,4885;6,4885;6,4885;6,4885;5,9293;5,9293;5,9293;5,9293;5,9293;5,9293;5,9293;5,9293;5,9293;5,9293;5,9293;5,9293;7,5852;7,5852;7,5852;7,5852;7,5852;7,5852;7,5852;7,5852;7,5852;7,5852;7,5852;7,5852;7,7611;7,7611;7,7611;7,7611;7,7611;7,7611;7,7611;7,7611;7,7611;7,7611;7,7611;7,7611;9,3021;9,3021;9,3021;9,3021;9,3021;9,3021;9,3021;9,3021;9,3021;9,3021;9,3021;9,3021;10,8812;10,8812
